Customer Key,Geography Key,First Name,Last Name,Full Name,Gender,Gender Role,Data First Purchase,Customer City
15272,642,Kyle,Gonzales,Kyle Gonzales,M,Male,2022-11-24,Tacoma
15273,336,Brandon,Alexander,Brandon Alexander,M,Male,2022-04-06,Lincoln Acres
15274,337,Alexander,Johnson,Alexander Johnson,M,Male,2022-05-18,Long Beach
15275,369,Eric,Collins,Eric Collins,M,Male,2022-02-27,Santa Monica
15276,316,Megan,Hall,Megan Hall,F,Female,2021-02-19,El Cajon
15277,337,Hailey,Griffin,Hailey Griffin,F,Female,2022-06-22,Long Beach
15278,358,Brandon,Russell,Brandon Russell,M,Male,2022-02-03,San Carlos
15279,360,Hunter,Lee,Hunter Lee,M,Male,2022-10-02,San Francisco
15280,358,Mya,Griffin,Mya Griffin,F,Female,2021-02-24,San Carlos
15281,299,Hunter,Anderson,Hunter Anderson,M,Male,2022-03-20,Berkeley
15282,359,Elizabeth,Thomas,Elizabeth Thomas,F,Female,2022-10-06,San Diego
15283,49,Eugene,Li,Eugene Li,M,Male,2022-10-10,Cliffside
15284,310,Jay,Prasad,Jay Prasad,M,Male,2021-01-31,Colma
15285,307,Olivia,Rodriguez,Olivia Rodriguez,F,Female,2022-03-16,Chula Vista
15286,546,Thomas,Nelson,Thomas Nelson,M,Male,2022-11-11,Oregon City
15287,641,Stephanie,Baker,Stephanie Baker,F,Female,2021-02-25,Spokane
15288,307,Logan,Perry,Logan Perry,M,Male,2021-01-30,Chula Vista
15289,326,Katelyn,Gray,Katelyn Gray,F,Female,2021-02-21,Grossmont
15290,648,Edward,Thompson,Edward Thompson,M,Male,2021-03-13,Yakima
15291,62,Julia,Alexander,Julia Alexander,F,Female,2022-11-15,Royal Oak
15292,553,Megan,Bailey,Megan Bailey,F,Female,2022-10-04,Woodburn
15293,542,Mason,Watson,Mason Watson,M,Male,2023-01-12,Lake Oswego
15294,635,Michael,Robinson,Michael Robinson,M,Male,2022-04-22,Renton
15295,300,Louis,Shan,Louis Shan,M,Male,2022-06-12,Beverly Hills
15296,385,Chloe,Peterson,Chloe Peterson,F,Female,2022-10-05,Woodland Hills
15297,614,Nicole,Bryant,Nicole Bryant,F,Female,2022-07-07,Edmonds
15298,612,Joe,Chandra,Joe Chandra,M,Male,2022-11-20,Burien
15299,543,Charles,Lopez,Charles Lopez,M,Male,2022-11-25,Lebanon
15300,632,Seth,Butler,Seth Butler,M,Male,2023-01-26,Port Orchard
15301,310,Amy,Guo,Amy Guo,F,Female,2022-02-21,Colma
15302,339,Brianna,Thomas,Brianna Thomas,F,Female,2021-03-23,Mill Valley
15303,339,Haley,Patterson,Haley Patterson,F,Female,2021-03-01,Mill Valley
15304,50,Miranda,Powell,Miranda Powell,F,Female,2022-06-03,Haney
15305,301,Jacquelyn,Ortega,Jacquelyn Ortega,F,Female,2022-04-21,Burbank
15306,609,Victoria,Sanchez,Victoria Sanchez,F,Female,2023-01-02,Bellingham
15307,338,Jennifer,Garcia,Jennifer Garcia,F,Female,2022-03-30,Los Angeles
15308,299,Christy,Lal,Christy Lal,F,Female,2021-03-09,Berkeley
15309,301,Dylan,Wilson,Dylan Wilson,M,Male,2021-03-22,Burbank
15310,52,Amanda,Stewart,Amanda Stewart,F,Female,2022-06-08,Langley
15311,642,Brandon,Thompson,Brandon Thompson,M,Male,2021-03-08,Tacoma
15312,345,Alexandria,Gonzales,Alexandria Gonzales,F,Female,2021-03-11,Newport Beach
15313,547,Garrett,Morris,Garrett Morris,M,Male,2022-08-17,Portland
15314,368,Eduardo,Torres,Eduardo Torres,M,Male,2021-03-12,Santa Cruz
15315,635,Katherine,Bennett,Katherine Bennett,F,Female,2022-04-08,Renton
15316,314,Alexis,Harris,Alexis Harris,F,Female,2022-10-30,Daly City
15317,302,Rachel,Jenkins,Rachel Jenkins,F,Female,2022-05-09,Burlingame
15318,539,Grace,Watson,Grace Watson,F,Female,2022-12-01,Corvallis
15319,311,Jade,Sanchez,Jade Sanchez,F,Female,2022-01-29,Concord
15320,634,Eduardo,Brooks,Eduardo Brooks,M,Male,2021-03-18,Redmond
15321,322,Blake,Phillips,Blake Phillips,M,Male,2021-03-26,Fremont
15322,644,Evan,Green,Evan Green,M,Male,2021-03-18,Walla Walla
15323,64,Eduardo,Wilson,Eduardo Wilson,M,Male,2022-11-20,Shawnee
15324,513,Renee,Serrano,Renee Serrano,F,Female,2022-12-17,Central Valley
15325,632,Elijah,Hayes,Elijah Hayes,M,Male,2021-03-11,Port Orchard
15326,307,Todd,Zheng,Todd Zheng,M,Male,2022-08-13,Chula Vista
15327,312,Paula,Hernandez,Paula Hernandez,F,Female,2022-11-25,Coronado
15328,359,Fernando,Jackson,Fernando Jackson,M,Male,2021-03-15,San Diego
15329,372,Brianna,Cox,Brianna Cox,F,Female,2021-03-23,Spring Valley
15330,611,Catherine,Richardson,Catherine Richardson,F,Female,2022-02-09,Bremerton
15331,542,Jacob,Taylor,Jacob Taylor,M,Male,2022-04-23,Lake Oswego
15332,637,Jason,Sharma,Jason Sharma,M,Male,2022-11-27,Seattle
15333,301,Marie,Diaz,Marie Diaz,F,Female,2021-03-30,Burbank
15334,62,Sydney,Williams,Sydney Williams,F,Female,2022-12-27,Royal Oak
15335,634,Emily,Patterson,Emily Patterson,F,Female,2022-11-08,Redmond
15336,302,Marco,Garcia,Marco Garcia,M,Male,2023-01-20,Burlingame
15337,307,Rachel,Gonzales,Rachel Gonzales,F,Female,2021-03-31,Chula Vista
15338,576,Marie,Navarro,Marie Navarro,F,Female,2021-04-14,College Station
15339,322,Noah,Zhang,Noah Zhang,M,Male,2021-04-14,Fremont
15340,43,Brittany,Barnes,Brittany Barnes,F,Female,2022-03-16,Burnaby
15341,311,Lacey,Deng,Lacey Deng,F,Female,2021-04-16,Concord
15342,311,Ashlee,Raji,Ashlee Raji,F,Female,2021-04-15,Concord
15343,334,Carson,Barnes,Carson Barnes,M,Male,2021-03-31,Lakewood
15344,352,Luke,Russell,Luke Russell,M,Male,2022-04-17,Palo Alto
15345,361,Ashley,Perry,Ashley Perry,F,Female,2021-04-05,San Gabriel
15346,369,Charles,Rodriguez,Charles Rodriguez,M,Male,2021-04-05,Santa Monica
15347,298,Deanna,Alonso,Deanna Alonso,F,Female,2021-04-20,Bellflower
15348,642,Greg,Carter,Greg Carter,M,Male,2021-04-10,Tacoma
15349,374,Stephanie,Gonzalez,Stephanie Gonzalez,F,Female,2021-04-29,Torrance
15350,611,Kathleen,Serrano,Kathleen Serrano,F,Female,2021-04-15,Bremerton
15351,612,Steve,Lu,Steve Lu,M,Male,2021-04-17,Burien
15352,173,Raymond,Martinez,Raymond Martinez,M,Male,2022-03-23,Poing
15353,273,Michele,Xu,Michele Xu,F,Female,2022-03-26,Watford
15354,271,Corey,Kumar,Corey Kumar,M,Male,2020-09-03,Warrington
15355,186,Janelle,Martinez,Janelle Martinez,F,Female,2022-11-03,Dunkerque
15356,167,Dawn,Jai,Dawn Jai,F,Female,2022-03-07,Frankfurt am Main
15357,157,Craig,Navarro,Craig Navarro,M,Male,2021-01-09,Hannover
15358,348,Danielle,Sanders,Danielle Sanders,F,Female,2022-12-07,Oakland
15359,614,Logan,Yang,Logan Yang,M,Male,2022-09-12,Edmonds
15360,301,Ryan,Martin,Ryan Martin,M,Male,2022-12-10,Burbank
15361,368,Thomas,Gonzales,Thomas Gonzales,M,Male,2023-01-24,Santa Cruz
15362,63,Jennifer,Adams,Jennifer Adams,F,Female,2022-06-17,Shawnee
15363,66,Justin,Yang,Justin Yang,M,Male,2022-06-27,Sooke
15364,536,Aidan,Bryant,Aidan Bryant,M,Male,2021-04-11,Beaverton
15365,325,Victoria,Gray,Victoria Gray,F,Female,2021-05-21,Glendale
15366,336,Alyssa,Coleman,Alyssa Coleman,F,Female,2022-02-22,Lincoln Acres
15367,547,Alyssa,White,Alyssa White,F,Female,2021-05-23,Portland
15368,300,Brandi,Martin,Brandi Martin,F,Female,2022-04-06,Beverly Hills
15369,612,Connor,Perez,Connor Perez,M,Male,2021-05-19,Burien
15370,543,Jessica,Butler,Jessica Butler,F,Female,2022-10-08,Lebanon
15371,644,Cameron,Bryant,Cameron Bryant,M,Male,2021-05-16,Walla Walla
15372,611,Miguel,Alexander,Miguel Alexander,M,Male,2021-05-29,Bremerton
15373,616,Kaitlyn,Jones,Kaitlyn Jones,F,Female,2022-12-13,Everett
15374,302,Donna,Kumar,Donna Kumar,F,Female,2021-05-08,Burlingame
15375,310,Alisha,Chande,Alisha Chande,F,Female,2022-07-09,Colma
15376,66,Megan,Sanders,Megan Sanders,F,Female,2022-04-30,Sooke
15377,69,Brianna,Jackson,Brianna Jackson,F,Female,2022-02-24,Victoria
15378,71,Devin,Ward,Devin Ward,M,Male,2022-02-22,Westminster
15379,359,Amanda,Griffin,Amanda Griffin,F,Female,2021-05-14,San Diego
15380,623,Nathan,Robinson,Nathan Robinson,M,Male,2021-05-20,Kirkland
15381,631,Alexa,Howard,Alexa Howard,F,Female,2023-01-08,Olympia
15382,299,Kimberly,Blue,Kimberly Blue,F,Female,2022-08-04,Berkeley
15383,335,Charles,Rivera,Charles Rivera,M,Male,2023-01-19,Lemon Grove
15384,536,Xavier,Alan,Xavier Alan,M,Male,2022-04-04,Beaverton
15385,543,Destiny,Reed,Destiny Reed,F,Female,2022-04-14,Lebanon
15386,635,Nicholas,Taylor,Nicholas Taylor,M,Male,2022-08-27,Renton
15387,307,Miguel,Rodriguez,Miguel Rodriguez,M,Male,2022-11-25,Chula Vista
15388,315,Victoria,Smith,Victoria Smith,F,Female,2021-05-05,Downey
15389,352,Joan,King,Joan King,F,Female,2021-05-29,Palo Alto
15390,547,Jonathan,Turner,Jonathan Turner,M,Male,2022-09-05,Portland
15391,56,Jordyn,Powell,Jordyn Powell,F,Female,2022-06-26,Newton
15392,374,Sydney,Brown,Sydney Brown,F,Female,2022-06-11,Torrance
15393,299,Rebekah,Ruiz,Rebekah Ruiz,F,Female,2022-12-25,Berkeley
15394,335,Natalie,Wilson,Natalie Wilson,F,Female,2021-05-25,Lemon Grove
15395,69,Joseph,Clark,Joseph Clark,M,Male,2022-06-26,Victoria
15396,631,Julia,Wilson,Julia Wilson,F,Female,2021-05-23,Olympia
15397,301,Karl,Tang,Karl Tang,M,Male,2022-02-18,Burbank
15398,348,Jose,Wang,Jose Wang,M,Male,2021-04-30,Oakland
15399,299,Mackenzie,Murphy,Mackenzie Murphy,F,Female,2021-06-12,Berkeley
15400,339,Samuel,Roberts,Samuel Roberts,M,Male,2022-05-01,Mill Valley
15401,335,Rachel,Hughes,Rachel Hughes,F,Female,2022-10-19,Lemon Grove
15402,71,Connor,Evans,Connor Evans,M,Male,2022-06-24,Westminster
15403,312,Jeremiah,Ross,Jeremiah Ross,M,Male,2022-06-22,Coronado
15404,374,Sydney,Robinson,Sydney Robinson,F,Female,2021-06-05,Torrance
15405,299,Miguel,Ross,Miguel Ross,M,Male,2022-04-29,Berkeley
15406,545,Amanda,Butler,Amanda Butler,F,Female,2022-03-18,Milwaukie
15407,637,Julia,Lee,Julia Lee,F,Female,2022-11-01,Seattle
15408,325,Olivia,Thompson,Olivia Thompson,F,Female,2022-08-31,Glendale
15409,633,Eduardo,Cooper,Eduardo Cooper,M,Male,2021-06-05,Puyallup
15410,301,Katherine,Harris,Katherine Harris,F,Female,2021-06-27,Burbank
15411,302,Jay,Chandra,Jay Chandra,M,Male,2021-06-03,Burlingame
15412,312,Ryan,Griffin,Ryan Griffin,M,Male,2022-12-08,Coronado
15413,49,Donald,Prasad,Donald Prasad,M,Male,2022-01-31,Cliffside
15414,300,Isaac,Richardson,Isaac Richardson,M,Male,2022-02-09,Beverly Hills
15415,641,Rachel,Gray,Rachel Gray,F,Female,2022-08-26,Spokane
15416,545,Edward,Barnes,Edward Barnes,M,Male,2022-10-14,Milwaukie
15417,307,Alvin,Lu,Alvin Lu,M,Male,2021-06-09,Chula Vista
15418,60,Angel,Kelly,Angel Kelly,M,Male,2022-04-17,Port Hammond
15419,539,Carlos,Baker,Carlos Baker,M,Male,2021-06-14,Corvallis
15420,618,Nathan,Hernandez,Nathan Hernandez,M,Male,2022-03-02,Issaquah
15421,635,Cameron,Clark,Cameron Clark,M,Male,2022-10-28,Renton
15422,552,Kelly,Griffin,Kelly Griffin,F,Female,2021-06-14,W. Linn
15423,644,Jack,Long,Jack Long,M,Male,2022-03-10,Walla Walla
15424,300,Rebecca,Hill,Rebecca Hill,F,Female,2022-12-19,Beverly Hills
15425,4,Tina,Sai,Tina Sai,F,Female,2021-11-12,Goulburn
15426,7,Cristina,Kumar,Cristina Kumar,F,Female,2022-03-26,Malabar
15427,359,Jade,Murphy,Jade Murphy,F,Female,2021-06-09,San Diego
15428,372,Richard,Howard,Richard Howard,M,Male,2021-06-15,Spring Valley
15429,383,Aaron,Li,Aaron Li,M,Male,2021-06-20,West Covina
15430,612,Alfredo,Jiménez,Alfredo Jiménez,M,Male,2022-02-03,Burien
15431,299,John,Jackson,John Jackson,M,Male,2022-04-26,Berkeley
15432,310,Alvin,Kumar,Alvin Kumar,M,Male,2021-06-21,Colma
15433,311,Adam,Sharma,Adam Sharma,M,Male,2021-06-05,Concord
15434,38,Brent,Zhou,Brent Zhou,M,Male,2022-05-01,South Melbourne
15435,40,Geoffrey,Raman,Geoffrey Raman,M,Male,2021-11-07,Warrnambool
15436,5,Patricia,Suri,Patricia Suri,F,Female,2021-11-01,Lane Cove
15437,11,Candace,Srini,Candace Srini,F,Female,2022-11-13,North Ryde
15438,17,Arthur,Rodriguez,Arthur Rodriguez,M,Male,2021-11-08,St. Leonards
15439,21,Mason,Evans,Mason Evans,M,Male,2021-11-02,Caloundra
15440,230,Jon,Pal,Jon Pal,M,Male,2020-10-01,Berkshire
15441,240,Christy,Zeng,Christy Zeng,F,Female,2022-04-03,High Wycombe
15442,188,Alejandro,Shen,Alejandro Shen,M,Male,2022-07-03,Roncq
15443,123,Francisco,Patel,Francisco Patel,M,Male,2022-02-05,Berlin
15444,278,Roy,Fernandez,Roy Fernandez,M,Male,2022-04-26,York
15445,225,Bob,Lopez,Bob Lopez,M,Male,2022-06-27,Orly
15446,215,Levi,Madan,Levi Madan,M,Male,2022-05-15,Colombes
15447,222,Regina,Madan,Regina Madan,F,Female,2022-05-27,Pantin
15448,264,Omar,She,Omar She,M,Male,2022-09-07,Oxon
15449,277,Cedric,Yuan,Cedric Yuan,M,Male,2022-06-04,York
15450,184,Marshall,Black,Marshall Black,M,Male,2022-03-01,Metz
15451,211,Linda,Munoz,Linda Munoz,F,Female,2021-07-09,Les Ulis
15452,206,Alison,Goel,Alison Goel,F,Female,2022-03-20,Roissy en Brie
15453,261,Isabelle,Barnes,Isabelle Barnes,F,Female,2020-10-05,Newcastle upon Tyne
15454,162,Ian,Bennett,Ian Bennett,M,Male,2021-01-28,Werne
15455,189,Denise,Raman,Denise Raman,F,Female,2021-07-08,Roubaix
15456,175,Donald,Suri,Donald Suri,M,Male,2021-01-20,Saarlouis
15457,171,Adriana,Martinez,Adriana Martinez,F,Female,2020-12-31,Neunkirchen
15458,120,Krystal,Ma,Krystal Ma,F,Female,2022-08-15,Hof
15459,149,Beth,Dominguez,Beth Dominguez,F,Female,2022-06-29,Mühlheim
15460,173,Bethany,Nara,Bethany Nara,F,Female,2020-12-29,Poing
15461,238,Alberto,Gutierrez,Alberto Gutierrez,M,Male,2022-02-13,Gateshead
15462,215,Tony,Chande,Tony Chande,M,Male,2021-07-17,Colombes
15463,216,Terrence,Yuan,Terrence Yuan,M,Male,2021-07-25,Courbevoie
15464,22,Kristi,Blanco,Kristi Blanco,F,Female,2022-09-06,East Brisbane
15465,34,Jacquelyn,Navarro,Jacquelyn Navarro,F,Female,2022-03-02,Geelong
15466,358,Elijah,Perez,Elijah Perez,M,Male,2021-06-02,San Carlos
15467,301,Caleb,Shan,Caleb Shan,M,Male,2021-06-22,Burbank
15468,65,Emma,Foster,Emma Foster,F,Female,2022-02-22,Shawnee
15469,368,Fernando,Williams,Fernando Williams,M,Male,2022-02-09,Santa Cruz
15470,335,Hailey,Lopez,Hailey Lopez,F,Female,2022-08-15,Lemon Grove
15471,352,Destiny,White,Destiny White,F,Female,2021-06-03,Palo Alto
15472,627,Jennifer,Torres,Jennifer Torres,F,Female,2021-05-31,Marysville
15473,312,Abigail,Jenkins,Abigail Jenkins,F,Female,2021-05-30,Coronado
15474,300,Cameron,Lal,Cameron Lal,M,Male,2021-06-20,Beverly Hills
15475,385,Kaitlyn,Brooks,Kaitlyn Brooks,F,Female,2021-06-20,Woodland Hills
15476,337,Alyssa,Powell,Alyssa Powell,F,Female,2022-01-31,Long Beach
15477,310,Jose,Adams,Jose Adams,M,Male,2022-12-14,Colma
15478,53,Melanie,Russell,Melanie Russell,F,Female,2022-01-30,Metchosin
15479,631,Andrea,Wright,Andrea Wright,F,Female,2022-11-20,Olympia
15480,301,Denise,Lopez,Denise Lopez,F,Female,2021-07-15,Burbank
15481,302,Jamie,Zhang,Jamie Zhang,F,Female,2021-07-14,Burlingame
15482,307,Audrey,Rubio,Audrey Rubio,F,Female,2021-07-11,Chula Vista
15483,361,Katherine,Robinson,Katherine Robinson,F,Female,2021-07-09,San Gabriel
15484,383,Samuel,Henderson,Samuel Henderson,M,Male,2021-07-22,West Covina
15485,329,Jordan,Wright,Jordan Wright,F,Female,2022-03-12,Imperial Beach
15486,553,Kevin,Griffin,Kevin Griffin,M,Male,2022-06-21,Woodburn
15487,372,Jesse,Ramirez,Jesse Ramirez,M,Male,2022-03-07,Spring Valley
15488,43,Evan,Richardson,Evan Richardson,M,Male,2022-06-10,Burnaby
15489,644,Emily,Thompson,Emily Thompson,F,Female,2021-07-06,Walla Walla
15490,60,Kaitlyn,Rivera,Kaitlyn Rivera,F,Female,2022-07-04,Port Hammond
15491,403,Shannon,Li,Shannon Li,F,Female,2021-06-30,Clearwater
15492,623,Grace,Long,Grace Long,F,Female,2021-07-06,Kirkland
15493,543,Eric,Chen,Eric Chen,M,Male,2021-06-30,Lebanon
15494,69,Anna,Ross,Anna Ross,F,Female,2022-02-26,Victoria
15495,307,Craig,Alonso,Craig Alonso,M,Male,2022-12-29,Chula Vista
15496,310,Kelli,Goel,Kelli Goel,F,Female,2022-03-05,Colma
15497,347,Katelyn,Phillips,Katelyn Phillips,F,Female,2021-07-02,Novato
15498,64,Alexandra,Washington,Alexandra Washington,F,Female,2022-02-20,Shawnee
15499,638,Robert,Thomas,Robert Thomas,M,Male,2021-07-09,Sedro Woolley
15500,302,Keith,Raji,Keith Raji,M,Male,2021-07-22,Burlingame
15501,310,Justin,Simmons,Justin Simmons,M,Male,2021-07-29,Colma
15502,539,Nathaniel,Howard,Nathaniel Howard,M,Male,2021-07-15,Corvallis
15503,638,Caitlin,James,Caitlin James,F,Female,2021-07-07,Sedro Woolley
15504,618,Jared,James,Jared James,M,Male,2022-05-19,Issaquah
15505,552,Gabriella,Bailey,Gabriella Bailey,F,Female,2022-06-23,W. Linn
15506,302,Evan,Sanders,Evan Sanders,M,Male,2021-07-23,Burlingame
15507,70,Hailey,Campbell,Hailey Campbell,F,Female,2022-01-28,Westminster
15508,626,Megan,Brooks,Megan Brooks,F,Female,2022-07-23,Lynnwood
15509,648,Zachary,Washington,Zachary Washington,M,Male,2022-03-15,Yakima
15510,536,Ernest,She,Ernest She,M,Male,2022-08-22,Beaverton
15511,66,Haley,Kelly,Haley Kelly,F,Female,2022-04-15,Sooke
15512,607,Jose,Hayes,Jose Hayes,M,Male,2022-10-23,Ballard
15513,635,Madeline,Perez,Madeline Perez,F,Female,2022-08-16,Renton
15514,644,Angela,Ramirez,Angela Ramirez,F,Female,2022-05-27,Walla Walla
15515,648,Carlos,Wright,Carlos Wright,M,Male,2022-11-30,Yakima
15516,307,Shaun,Raje,Shaun Raje,M,Male,2022-07-03,Chula Vista
15517,369,Thomas,Edwards,Thomas Edwards,M,Male,2021-07-01,Santa Monica
15518,374,Richard,Bryant,Richard Bryant,M,Male,2021-07-16,Torrance
15519,536,Jennifer,Evans,Jennifer Evans,F,Female,2022-04-27,Beaverton
15520,312,Desiree,Navarro,Desiree Navarro,F,Female,2021-07-07,Coronado
15521,298,Kathryn,Deng,Kathryn Deng,F,Female,2021-08-03,Bellflower
15522,547,Ethan,Russell,Ethan Russell,M,Male,2022-08-17,Portland
15523,627,Jonathan,Yang,Jonathan Yang,M,Male,2021-08-07,Marysville
15524,542,Dalton,Stone,Dalton Stone,M,Male,2022-05-21,Lake Oswego
15525,301,Marie,Gonzalez,Marie Gonzalez,F,Female,2021-08-01,Burbank
15526,70,Isabelle,Flores,Isabelle Flores,F,Female,2022-02-20,Westminster
15527,329,Megan,Rivera,Megan Rivera,F,Female,2021-08-13,Imperial Beach
15528,545,Lucas,Ramirez,Lucas Ramirez,M,Male,2021-08-19,Milwaukie
15529,626,Jason,Allen,Jason Allen,M,Male,2021-08-05,Lynnwood
15530,66,Madison,Johnson,Madison Johnson,F,Female,2022-12-16,Sooke
15531,610,Calvin,Raji,Calvin Raji,M,Male,2021-08-05,Bothell
15532,307,Marshall,Jai,Marshall Jai,M,Male,2021-08-27,Chula Vista
15533,360,Anna,Richardson,Anna Richardson,F,Female,2022-08-19,San Francisco
15534,547,Steven,Bell,Steven Bell,M,Male,2021-08-05,Portland
15535,302,Jordan,Scott,Jordan Scott,M,Male,2021-08-23,Burlingame
15536,52,Victoria,Thomas,Victoria Thomas,F,Female,2022-07-25,Langley
15537,325,Destiny,Peterson,Destiny Peterson,F,Female,2021-08-05,Glendale
15538,326,Luis,Lal,Luis Lal,M,Male,2021-08-25,Grossmont
15539,299,Raul,Goel,Raul Goel,M,Male,2022-10-13,Berkeley
15540,302,Randall,Ortega,Randall Ortega,M,Male,2021-08-23,Burlingame
15541,352,Zoe,Morris,Zoe Morris,F,Female,2022-08-22,Palo Alto
15542,301,Andrea,Baker,Andrea Baker,F,Female,2021-08-20,Burbank
15543,59,Emma,Flores,Emma Flores,F,Female,2022-04-15,Oak Bay
15544,325,Thomas,Brown,Thomas Brown,M,Male,2022-04-28,Glendale
15545,307,Jennifer,Rivera,Jennifer Rivera,F,Female,2022-07-16,Chula Vista
15546,552,Robert,Jenkins,Robert Jenkins,M,Male,2022-12-18,W. Linn
15547,314,Cassidy,Wood,Cassidy Wood,F,Female,2021-08-17,Daly City
15548,385,Morgan,Brooks,Morgan Brooks,F,Female,2021-08-25,Woodland Hills
15549,49,Richard,Davis,Richard Davis,M,Male,2022-01-11,Cliffside
15550,611,Orlando,Alonso,Orlando Alonso,M,Male,2022-11-29,Bremerton
15551,612,Kaylee,Gray,Kaylee Gray,F,Female,2021-08-22,Burien
15552,631,Tyler,Lewis,Tyler Lewis,M,Male,2021-08-19,Olympia
15553,301,Ivan,Lopez,Ivan Lopez,M,Male,2021-08-20,Burbank
15554,311,Zoe,Bailey,Zoe Bailey,F,Female,2021-09-03,Concord
15555,352,Hailey,Barnes,Hailey Barnes,F,Female,2021-09-16,Palo Alto
15556,65,Dylan,Davis,Dylan Davis,M,Male,2022-03-03,Shawnee
15557,348,Nathaniel,Murphy,Nathaniel Murphy,M,Male,2021-09-05,Oakland
15558,633,Hailey,Morris,Hailey Morris,F,Female,2021-09-01,Puyallup
15559,49,Devin,Flores,Devin Flores,M,Male,2022-02-12,Cliffside
15560,611,Gabrielle,Gray,Gabrielle Gray,F,Female,2022-05-11,Bremerton
15561,543,Angel,Young,Angel Young,M,Male,2021-09-01,Lebanon
15562,611,Kaitlyn,James,Kaitlyn James,F,Female,2021-09-25,Bremerton
15563,618,Luke,Lopez,Luke Lopez,M,Male,2022-10-05,Issaquah
15564,66,Eduardo,Hughes,Eduardo Hughes,M,Male,2022-05-28,Sooke
15565,616,Kyle,Mitchell,Kyle Mitchell,M,Male,2021-08-29,Everett
15566,57,Aaron,Foster,Aaron Foster,M,Male,2022-07-07,Newton
15567,49,Carmen,Madan,Carmen Madan,F,Female,2022-07-22,Cliffside
15568,325,Aaron,Hayes,Aaron Hayes,M,Male,2021-09-25,Glendale
15569,536,Morgan,Ward,Morgan Ward,F,Female,2021-09-16,Beaverton
15570,372,Brianna,Powell,Brianna Powell,F,Female,2021-09-22,Spring Valley
15571,65,Angel,Allen,Angel Allen,M,Male,2022-01-28,Shawnee
15572,54,Anna,Garcia,Anna Garcia,F,Female,2022-07-03,N. Vancouver
15573,634,Thomas,Wilson,Thomas Wilson,M,Male,2022-10-05,Redmond
15574,383,Carlos,Peterson,Carlos Peterson,M,Male,2023-01-07,West Covina
15575,23,Alvin,Ye,Alvin Ye,M,Male,2021-10-29,Gold Coast
15576,9,Carly,Raje,Carly Raje,F,Female,2021-11-23,Milsons Point
15577,10,Mayra,Malhotra,Mayra Malhotra,F,Female,2022-04-04,Newcastle
15578,35,Diane,Gill,Diane Gill,F,Female,2021-11-10,Melbourne
15579,31,Brittany,Coleman,Brittany Coleman,F,Female,2022-02-09,Hobart
15580,33,Ruben,Raman,Ruben Raman,M,Male,2021-10-28,Cranbourne
15581,36,Toni,Perez,Toni Perez,F,Female,2022-08-09,Melton
15582,34,Jeffery,Cai,Jeffery Cai,M,Male,2021-11-27,Geelong
15583,14,Lindsey,Xu,Lindsey Xu,F,Female,2022-06-02,Rhodes
15584,13,Christy,Raji,Christy Raji,F,Female,2022-03-26,Port Macquarie
15585,19,Roy,Garcia,Roy Garcia,M,Male,2021-11-21,Wollongong
15586,21,Victor,Blanco,Victor Blanco,M,Male,2021-11-26,Caloundra
15587,33,Jessica,Ward,Jessica Ward,F,Female,2021-11-18,Cranbourne
15588,4,Kristy,Alvarez,Kristy Alvarez,F,Female,2021-11-02,Goulburn
15589,24,Gilbert,He,Gilbert He,M,Male,2021-11-26,Hawthorne
15590,35,Marshall,Wu,Marshall Wu,M,Male,2021-11-24,Melbourne
15591,37,Darren,Srini,Darren Srini,M,Male,2021-11-01,Seaford
15592,8,Janet,Moreno,Janet Moreno,F,Female,2022-02-02,Matraville
15593,31,Naomi,Martin,Naomi Martin,F,Female,2022-03-04,Hobart
15594,4,Joanna,Carlson,Joanna Carlson,F,Female,2022-12-24,Goulburn
15595,7,Andre,Sanchez,Andre Sanchez,M,Male,2021-10-28,Malabar
15596,17,Gilbert,Goel,Gilbert Goel,M,Male,2021-11-24,St. Leonards
15597,38,Terry,Raji,Terry Raji,M,Male,2021-11-18,South Melbourne
15598,16,Tanya,Rubio,Tanya Rubio,F,Female,2022-09-19,Springwood
15599,26,Darryl,Ma,Darryl Ma,M,Male,2022-04-19,Rockhampton
15600,32,Josue,Dominguez,Josue Dominguez,M,Male,2021-10-30,Bendigo
15601,20,Naomi,Moreno,Naomi Moreno,F,Female,2021-11-22,Brisbane
15602,37,Warren,Wu,Warren Wu,M,Male,2022-06-22,Seaford
15603,13,Philip,Blanco,Philip Blanco,M,Male,2022-03-31,Port Macquarie
15604,31,Clifford,Prasad,Clifford Prasad,M,Male,2022-06-20,Hobart
15605,3,Alan,Yang,Alan Yang,M,Male,2022-09-27,Darlinghurst
15606,33,Marco,Prasad,Marco Prasad,M,Male,2022-02-27,Cranbourne
15607,20,Ricky,Gill,Ricky Gill,M,Male,2022-11-16,Brisbane
15608,120,Faith,James,Faith James,F,Female,2022-08-28,Hof
15609,222,Karl,Sharma,Karl Sharma,M,Male,2022-08-15,Pantin
15610,273,Jessica,Gonzales,Jessica Gonzales,F,Female,2022-09-18,Watford
15611,215,Michele,Patel,Michele Patel,F,Female,2022-06-14,Colombes
15612,259,Damien,Ma,Damien Ma,M,Male,2022-05-08,Milton Keynes
15613,221,Melinda,Moreno,Melinda Moreno,F,Female,2022-05-23,Drancy
15614,262,Faith,Simmons,Faith Simmons,F,Female,2020-10-13,Oxford
